店铺名称,类别,评分,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
v+cake(天元四季城店),蛋糕,4.8,天元四季城,32.041604,112.15134,樊城区大庆西路天元四季城底商一楼（必胜客旁）,8英寸蛋糕78元起，8英寸主题淋面蛋糕98元，8英寸照片蛋糕98元，8英寸场景蛋糕118元，8英寸芭比公主蛋糕118元，8英寸梦幻主题138元，8英寸韩式豆沙裱花138元，8英寸+6英寸双层蛋糕158元，10英寸红包蛋糕188元，12英寸3层蛋糕378元;,周一至周日 09:00-21:00,15570459882/15997293107,532,,
牛牛西饼(胜利路店),蛋糕,4.6,沿江大道,32.387289,111.678656,老河口市胜利路中共老河口市委员会对面,8.8折（买单立享）;鲜花蛋糕78元，98元蛋糕2选1，鲜花蛋糕108元，118元蛋糕2选1，爱尚芒果168元;,,13871620588,529,,"鲜花蛋糕,水果多多"
好想你枣(万达店),小吃快餐,4.9,万达,32.06319,112.13351,樊城区万达广场负一层华润万家超市收银台旁,69元600g好想你二级健康情枣1 袋，套餐99元;,周一至周日 08:00-22:00,13995702543,528,好想你枣万达店，位于襄阳市长虹北路万达广场负一楼华润万家超市收银台旁，好想你枣，坚持品牌经营之路，努力以品质、创新、服务打造好想你核心竞争力，实现销售收入持续高速增长，品牌影响不断增长，消费者口碑不断增长。使好想你枣枣旗舰店产品走入更多人的家庭，使好想你枣厂家带给更多人健康和真情。,
谭家蟹老板(悦活荟店),海鲜,5,二汽,32.122244,112.190267,襄州区二汽悦活汇4楼,双人餐108元起，3-4人餐188元;,周一至周日 09:00-21:00  非营业时段 2018-02-15至2018-02-18 全天,0710-3259188,528,,
姥家大锅台鲜羊,湖北菜,4,襄州,32.09713,112.199732,襄州区交通路审计局南50米,6-8人餐188元，8-10人餐268元，10-12人餐299元;,周一至周日 09:00-23:00,0710-2357224,527,,"萝卜,小油馍,牛肉,羊肉,排骨,蹄子,鸡肉,鱼头,香菇,藕片,凉拌猪耳朵,牛骨汤,米饭"
闽南海鲜城,海鲜,3.7,万达,32.063302,112.138116,樊城区万达广场对面紫贞小区（华润苏果便利旁）,9折（买单立享）;2-3人餐158元，4-6人餐318元，8-10人餐498元;25代50元，78代100元;,周一至周日 午市 09:30-14:00 晚市 17:00-21:30  非营业时段 2018-02-12至2018-02-27 全天,0710-3500388,530,,"石头蟹,酸辣鱿鱼汤,铁板蛏子,凉拌海草,水晶虾仁包,咸鱼蒸鸡蛋,爬爬虾,老干妈鸭掌,豆鼓基围虾,麻辣香锅,梭子蟹蒸粉丝,香酥雪花条,清蒸多宝鱼,海鲜卤面,椒盐基围虾,红烧黄花鱼,渔港虾仁卷,酸辣猪蹄煲,银鱼煎蛋,海鲜粥,青椒皮蛋,酸辣黑木耳,什锦华田螺羹,清炒时蔬"
金金有味,韩国菜,5,南漳县,31.775704,111.835767,南漳县水镜路公安局西10米,8.9元木桶饭1人餐，98元4-5人火锅套餐;,"08:00-14:00,16:00-21:00",18371061061,527,,"酸豇豆,煎鸡蛋,木桶饭,酸萝卜"
鱼头印象,湖北菜,4.3,沿江大道,32.03728,112.146966,樊城区大庆西路襄京超市隔壁,10-12人餐399元;85代100元;,周一至周日 09:00-14:00 16:30-21:00,0710-3665555,526,,"酱烧鱼头,干锅鸭,葱油饼,鱼头汤,牛骨汤,印象鱼头,牛骨头汤,干扁土豆丝,鱼头印象,酱椒鱼头王,神龙本草鸭,手工面,姜辣凤爪,火烧馍,呛生菜"
鲜榨果汁,奶茶/果汁,5,时代天街,32.100503,112.194378,襄州区钻石大道85-1号时代天街3楼,6.9元饮品2选1，9.9元混合饮品2选1，14.8元混合饮品2选1，16.9元鸡排+雪梨汁套餐;15.9代20元;,周一至周日 09:30-22:00,18071776507,526,,
胡胖子有点味(人民广场店),湘菜,5,人民广场,32.042175,112.156912,樊城区长征路5号（人民广场肯德基对面市群众艺术馆一楼）,2-3人餐98元，4-5人餐158元，6人餐258元，8-10人餐368元;88代100元;,,0710-3822699,526,,
鹤仙楼,湖北菜,3.7,沃尔玛,32.047156,112.13216,樊城区松鹤路8号(简朴寨旁),每满100减15（买单立享）;85代100元;,周一至周日 午市 11:00-14:30 晚市 16:30-21:30,0710-3221288,523,步入鹤仙楼大厅，仿古式的格局，古朴大气，大厅悬挂着的宫灯，平添一份古香古色。墙壁上大幅的画作，仙人与仙鹤共舞，让你如身临其境般，感受鹤仙的洒脱自在，悠然世外，让你整个人思想都似乎放空了一般， 一切都变得慵懒惬意。鹤仙楼对每一道菜品的食材处理要求极其严格，既保留食材的原汁原味，又在此基础上精研细作。鹤仙楼本着服务**，顾客至上的原则，以襄阳人的口味、襄阳人的菜服务八方食客。,"鸽子汤,牛尾火锅,煲仔饭,红烧牛肉"
秀玉红茶坊(航空路民发广场店),西餐,4.4,民发世界城,32.075705,112.180659,襄州区航空路民发广场1-2楼,9折（买单立享）;3-4人餐159元;45代50元;,周一至周日 10:00-21:00,0710-2551995,522,,
我家小厨,川菜,4.4,鼓楼,32.018574,112.152673,襄城区鼓楼巷18号（鼓楼商场）,2-4人餐49.9元，4-6人餐149元，8-10人餐259元;,非营业时段 2018-02-14至2018-02-19 全天,0710-3519288,518,,"卤藕牛肉,茶香鸡,小炒藕夹,菠萝鱼,蛋扣牛肉,豆花溜鱼片"
钢管厂五区小郡肝火锅串串香(拉美步行街店),串串香,3.7,人民广场,32.042353,112.158948,樊城区解放路52号拉美步行街临街商铺Helens楼下（好声音KTV对面）,2-4人餐5元;58代100元;,非营业时段 2018-02-14至2018-02-17 全天,0710-3333747,518,,
炎太郎自助烤肉,烤肉自助,5,隆中,32.001173,112.043665,襄城区隆中路三顾人家堕落街56号,单人午餐28元，单人晚餐30元，[3]人午/晚餐89元，[6]人午/晚餐174元;,非营业时段 2018-01-31至2018-02-22 全天,13697347539,516,,
青花轩,其他美食,3.9,襄州,32.099071,112.198999,襄州区交通路69号（红星城市花园8号楼）,6-8人餐298元，8-10人餐428元，10-12人餐658元;89.9代100元;,非营业时段 2018-02-16至2018-02-18 全天,0710-2812999,513,,"素火锅,奶白菜,铁板烧茄子,家常烧鸡公,极品牛杂,酱椒鲈鱼"
载沅家炒酸奶(沃尔玛店),饮品店,5,沃尔玛,32.039657,112.136138,樊城区人民路民发商业广场沃尔玛二楼,9.8元榴莲酥，13.5元炒酸奶，13.8元广隆蛋挞;,,13792054856,511,,
万家宴,湖北菜,4.7,民发世界城,32.06776,112.173773,襄州区航空路百洋欧典2楼,7人餐258元，8人餐498元，8-10人餐658元;,周一至周日 11:00-14:00 17:30-21:00,0710-2192777/2218777,510,,"清蒸鲍鱼,全家福,木耳,黄瓜,虾,牛杂锅仔,白灼基围虾"
米苏蛋糕,蛋糕,5,东园,32.129596,112.779623,枣阳市朝阳东路新光武市场南门,49.9元蛋糕3选1，52.6元蛋糕3选1，A款59.8元，79.8元蛋糕2选1，玫瑰情缘79.9元，118元蛋糕3选1，12英寸蛋糕128元起，148元蛋糕4选1，寿比南山148元;,周一至周日 07:00-21:00,18908675838,509,,坚果巧克力
襄襄龙虾,小龙虾,5,万达,32.055416,112.130998,樊城区民发盛特区后门,2-4人餐98元，4-6人餐188元，6-8人餐358元，10-12人餐588元;,,0710-3809555/13227557777,507,,
光头板栗,食品店,5,南漳县,31.776117,111.849337,南漳县水镜路凯达广场邮局旁（邮政储蓄银行旁）,18.8代20元;,周一至周日 08:00-20:00,18871084888/17067520666,506,,"光头板栗,小板栗,大板栗"
小木屋蛋糕坊(万紫千红店),蛋糕,5,万达,32.064664,112.133831,樊城区长虹北路万达万紫千红旁（1栋1单元工商银行楼上）,美味水果蛋糕盒子38元，豆乳盒子38元，58元蛋糕2选1，69元蛋糕6选1，6英寸蛋糕78元起，8英寸蛋糕98元起，千层蛋糕98元，106元蛋糕4选1，可以吃的纪念照片蛋糕108元，115元蛋糕20选1，118元蛋糕13选1，128元蛋糕6选1，财源滚滚蛋糕128元，比基尼蛋糕129元，138元蛋糕5选1，138元蛋糕7选1，148元蛋糕18选1，158元蛋糕14选1，168元蛋糕5选1，福寿延绵...;,,18672727702/15623522878,505,,"淡奶油裸蛋糕1,淡奶油裸蛋糕2,淡奶油裸蛋糕3"
归园生态农庄,农家菜,5,樊城区,32.058781,112.112114,樊城区内环路回隆驾校考试中心正对面（红绿灯路口）,19.9元单人大虾垂钓，29.9元牛奶草莓采摘，6-8人餐168元，8-10人餐268元，8-10人餐288元;88代100元;,,13886235604,502,,
尚海心蛋糕,蛋糕,4.4,万达,32.062624,112.137684,樊城区万达对面紫贞路战国策火锅斜对面,水果夹心蛋糕38元，水果夹心蛋糕58元，10英寸蛋糕78元起，托马斯双层小火车【市内免费配送】108元，双层创意蛋糕5选118元，12英寸蛋糕128元起，幸福三层车（8英寸，10英寸，12英寸）【市内免费配送】268元，6层金字塔/一帆风顺368元;,周一至周日 08:00-20:00,13995754428,501,,"水果蛋糕,蛋挞,巧克力"
玉存思厨概念餐厅,湖北菜,4.4,家乐福,32.062657,112.148079,樊城区春园路与中原路交汇处家乐福附近（38中学旁边）,2-3人餐108元，3-4人餐198元，4-6人餐258元，6-8人餐340元;88代100元;,周一至周日 09:00-14:00 17:00-21:00,0710-3260222,501,,
姥家大锅台(大庆西路店),火锅,3.8,樊城区,32.036535,112.145588,樊城区大庆西路26号，大庆西路与朝阳路交接处（近襄阳烟厂）,85代100元;,,0710-3052786,499,姥家大锅台独特秘制配料，现场炒、炖为主的特色农家风味饭店；秉承绿色、营养、健康的宗旨，菜肴原汁原味、原生态、清而不淡、香而不腻，其别具特色的就餐模式、温馨舒适的就餐环境，是您商务宴客、亲友欢聚、品农家特色美食的一个好的选择,"大锅,卤水拼盘,蜜枣蒸南瓜,蒸藕,粉蒸肉,水煮花生,拌萝卜叶,酸浆面,排骨,土鸡,香菇,豆皮,藕片,时令蔬菜,冬瓜片,宽粉,羊肉,鱼头,油炸花生,蒜茸黄瓜,菠菜,山药,锅贴馍"
老张泥鳅,川菜,3.9,鱼梁洲,32.043999,112.190755,樊城区鱼梁洲美亚水上乐园斜对面右边100米,4人餐126元，6人餐158元，4-6人餐168元，6-8人餐188元;,周一至周日 11:00-21:00,0710-3083930,498,老张泥鳅12年老店！精心烹制，口味地道，在舌尖上绽放一场美味盛宴。,"土鸡,土猪排骨,水煮花生,小白菜,冬瓜,鸭血,白菜,土豆粉,豆皮,金针菇,豆芽,海带,山药,油焖大虾,宜城大虾,筒子骨,干锅鹅翅,毛豆,花生,拌甜瓜,拌时蔬"
外婆豆花(二汽富康店),新式甜品,4.5,二汽,32.118442,112.191594,襄州区富康大道富康市场门口,每满20减1（买单立享）;5.9元豆花系列，5.9元特色饮品，9.9元奶茶系列，20.8元芋圆系列;17.9代20元;,春季、秋季、冬季 周一至周日 09:30-21:30  夏季 周一至周日 09:30-22:30,13487178366,498,,
达人卷,快餐,4.7,大桥路,32.383712,111.673432,老河口市学府路56号,12.8元美味套餐，12.8元美味套餐，26.8元美味套餐，32.8元美味套餐;,非营业时段 2018-02-15至2018-02-18 全天,15337348569,496,,"鸡肉卷,上校鸡块"
N多寿司,快餐,5,樊城区,32.041409,112.150777,樊城区天元四季城4楼电影院门口,9.9元美味寿司，35元N多寿司单人新品套餐;,,13343560589,494,,"龙虾手卷,小贝手卷,肉松手卷,泡菜牛肉,绝味烤鸭,法式培根,鲜虾鱼籽,珍珠芋圆奶茶,布丁奶茶,椰果奶茶,原味奶茶"
陈小五烘培坊(黄龙店),甜点饮品,3.5,襄州区,31.971761,112.463173,襄州区黄龙镇内十字街附近(双簧路与襄洪交叉口),滋味蛋糕25元，水果蛋糕87元，10寸生日蛋糕108元，双层生日蛋糕189元;,周一至周日 08:00-21:00,2982006,492,陈小五烘焙坊是一家集烘焙、研发、生产、销售于一体的民营专业食品公司。公司座落于襄阳城南、美丽的岘首山下十家庙村。“陈小五食品公司”创立于1998年。自2006年3月建立现代企业公司制以来，始终坚持“靠人才强企，以科技兴企”的战略思想，秉承“恪守承诺、卓越服务、诚信合作、共创辉煌”的经营理念，让客户尽情享受绿色健康生活新食尚，以质量和诚信赢得了广大客户的信任和青睐。2010年12月陈小五商标获襄阳市知名商标殊荣。目前，陈小五公司已经发展成为拥有一家中央烘焙工厂和30家门市分店，正式员工300余人的大型西饼生产企业。,"巧克力卷,水果,雨后心情,火锅蛋糕,蛋糕,花语礼盒"
食神酒店,湖北菜,3.4,万达,32.054285,112.134711,樊城区长虹北路1号（近诸葛亮广场）,9折（买单立享）;双人餐198元，8-10人餐1139元，10-12人餐1339元，10-12人餐1539元;,周一至周日 09:30-14:00 16:30-21:00,0710-3333333,492,,"小鲍鱼,干锅蛇,蒜蓉龙虾,野生甲鱼,鲍鱼鸡,三文鱼,鸡公煲,玉米汁,鱼肉,蛋挞,肉沫炖蛋,土豆烧排骨,五花肉,长寿面"
又卷烧饼(人民广场店),小吃快餐,4.8,人民广场,32.040649,112.158259,樊城区炮铺街格林威治酒店旁,8.8元招牌又卷烧饼;15代20元;,周一至周日 09:00-21:30,18872563366,490,,
疯狂烤翅(前进路店),烤翅,4.7,樊城区,32.04104,112.142138,樊城区人民路与前进路交界处武商量贩旁,9.9元烤翅套餐一份;16.9代20元;,,13995799720,488,,"香辣烤翅,BT烤翅,奥尔良烤翅,招牌奶茶,蜂蜜香柚子茶,光头牛腩面/粉,光头牛杂面/粉,霄张花甲1号,霄张花甲2号,长沙臭豆腐"
成都映巷·蓉(泛悦mall店),川菜,4.2,泛悦mall,32.040543,112.137308,樊城区人民路南国广场泛悦3楼,每满50减5（买单立享）;35元双人套餐;28代50元;,周一至周日 10:00-21:00,0710-3310056,487,,
新食代餐厅,其他美食,5,二汽,32.118294,112.192672,襄州区二汽转盘富康大道9号（好邻居超市旁）,双人餐29.9元，2-3人餐68元，4-5人餐98元，6-8人餐269元，10-12人餐458元;88代100元;,周一至周日 午市 11:30-14:30 晚市 17:00-21:00,0710-3535717,486,,"大头菜,鸡汤，青菜，小炒肉,糯米团,蒙古肉,紫菜蛋汤,生煎武昌鱼,小炒杏鲍菇,红烧肉"
李二鲜鱼村(宜城店),鱼火锅,3.7,襄大商业广场,31.708199,112.257544,宜城市皇城街雅斯旁宋玉商场二楼(好邻居购物广场对面),9.5折（买单立享）;2-4人餐78元，4-5人餐135元;,周一至周日 10:30-13:30 16:30-21:00,0710-4216468,486,,"烫菜,锅贴,蘸酱,西红柿,大虾,鱼肉,豆花锅底,豆花鱼,蛋炒饭,鸳鸯锅,炒饭,鱼片,萝卜片,扬州炒饭,黑鱼,鲶鱼,西红柿锅底,干煸四季豆,草鱼火锅,鱼丸,番茄鱼"
华凯酒店,湖北菜,4.1,火车站,32.062184,112.156904,樊城区前进路71号,8-10人餐368元，10-12人餐639元;,周一至周日 11:00-14:00 17:00-21:00,0710-3267888,481,华凯酒店位于襄阳市襄城区前进西路71号华凯**城，旗下拥有国会俱乐部、华凯酒楼、御和轩养生部、总营业面积万余平方米，总投资5000余万元。可同时接待2000余人。环境优雅，温馨宜人，可供大型停车场，是集SPA养生，足疗保健，休闲娱乐，棋牌酒吧，餐饮住宿，为一体的多元化商务酒店。是商务接待、休闲养生的绝佳之地。,"金牌牛杂锅,芙蓉雪蛤,小炒羊肉,清炒菠菜,香干脆耳,韩国泡菜,萝卜汤,水果拼盘,香菜拌醉鱼,干锅带皮驴肉,杂烩火锅,清蒸加州鲈"
祥和祥酒店,川菜,3.3,汉城,32.112629,112.775722,枣阳市建设路简朴寨对面,6-8人餐228元，8-10人餐358元，10-14人餐498元;,,0710-6815666,480,祥和祥酒店位于建设东路，环境优美，酒家装修简单大气，色调以清新淡雅为主，给人如沐春风之感。空间布局合理，整齐的桌椅，宽敞的空间，为你营造良好舒适的就餐环境。酒店内含多个包间，多个宴会大厅。工作人员都经过严格的培训，为往来客户提供温馨舒适的服务，厨师从业多年，精通多种菜系，菜品口味地道，深受广大食客好评,"西红柿黄鱼盆,农家烧鸡块,锅巴鸡杂,夹膜扣肉,大虾,烫豆芽,豆皮,海带,藕,虾子,南瓜汤圆,油焖大虾,东坡肘子,干锅甲鱼,养生土鸡汤,清蒸鲈鱼,深井烧鹅仔,小炒牛肉,水煮毛血旺,夹馍扣肉,粉蒸排骨,青瓜木耳,开胃酸汤,地皮菜包子,香芋地瓜丸,蜜汁扣南瓜,粉蒸藕,清炒时蔬,烧椒皮蛋,米酒蛋花羮"
秀水花园酒店,湖北菜,4.3,襄城区,32.028985,112.168066,襄城区建锦路99号（丽江泊林东门旁）,10-12人餐398元，10-12人餐498元，10-12人餐598元，12-14人餐698元;,周一至周日 11:00-14:00 16:30-21:00,0710-3772117/3772118,480,,"肉沫蒸蛋,清蒸鲈鱼,开胃海带,夫妻肺片,干萝卜丝,口味脆黄瓜,松茸炖土鸡,养生鱼羊一锅鲜,双味鱼头王,秀水杀猪菜,小炒黑山羊,鱼肚锅仔,小米菜炖肥牛,水果拼盘"
一只酸奶牛(万达店),饮品店,5,万达,32.06353,112.133248,樊城区长虹路万达广场3楼半秋山西餐厅旁,9.8元酸奶紫米露系列，12.8元优格系列，15.8元刨酸奶系列;,,13995770482,479,,
麦可汉堡,汉堡,4.1,襄州,32.083199,112.190156,襄州区航空路张湾金华市场,12.8元牛肉汉堡套餐，28.9元经济双人餐，2-4人餐68元，88元烤鱼4-5人餐，128元牛板筋火锅套餐，218元油焖大虾套餐;9.5代10元;,周一至周日 10:00-21:00,0710-2812163,478,,"煲仔饭,芬达,牛肉汉堡,薯条,美味牛肉煲,麦香鸡腿堡,美味鲜虾堡,香辣鸡腿堡,沙拉酱"
王子蛋糕(米庄店),蛋糕,3.7,襄州区,32.133628,112.162884,襄州区新城路米庄菜市场内,158元蛋糕7选1;,周一至周日 08:00-21:00,15271000768,478,王子蛋糕位于长虹北路余岗集贸市场A区001，所做美食卫生美味，去享受属于你的美味时刻，口口感受，让您一下就爱上这纯粹滋味。,"六层蛋糕,三层彩虹蛋糕,芭比娃娃三层蛋糕,彩虹三层芭比娃娃蛋糕,8寸水果巧克力夹心蛋糕,自行车三层塔架蛋糕,自行车水果夹心蛋糕1,自行车三层水果蛋糕2,自行车三层水果蛋糕3,3D托马斯1,3D熊出没2"
鲨鱼吃面(沿江大道店),快餐,5,人民广场,32.035849,112.157087,樊城区沿江大道陈老巷龙虾殿旁,单人餐12.8元起;,周一至周日 11:00-22:00,13339813929,476,,
海棠里湘时尚餐厅,湖北菜,4.2,民发世界城,32.077713,112.180611,襄州区航空路民发广场东侧2楼208号,2-3人餐88元，5-6人餐158元;45代50元;,周一至周日 10:30-22:30,0710-2676799,476,,
布衣侯粥道馆(时代天街店),粥类,4.7,时代天街,32.10058,112.194399,襄州区钻石大道时代天街4楼,双人餐69元，3人餐98元;,周一至周日 11:00-21:30,0710-3619776,475,,
糕大尚.cake(万达店),蛋糕,5,樊城区,32.064225,112.133489,樊城区长虹北路万达万紫千红1栋8楼803,76元蛋糕7选1，8英寸蛋糕108元起，10英寸蛋糕118元起，芭比娃娃蛋糕，市区3公里以内免费配送118元，特型蛋糕10寸，市区3公里以内免费配送(9款可选)128元，10寸创意蛋糕，市区3公里以内免费配送138元，双层8寸+6寸新款蛋糕(5款可选)158元，10寸双层创意蛋糕(3款可选)168元，双层10寸+8寸新款蛋糕(3款可选)206元，12英寸蛋糕208元起，双层12寸+8寸皇冠蛋糕，市...;9代10元;,,15072208765,475,,
大虾城,小龙虾,4.3,樊城区,32.043512,112.126298,樊城区松鹤路汉江路口往南行500米春华路口汉江机械厂旁,双人餐128元;79代100元;,周一至周日 11:00-00:00,15586401799,474,,
大碗牛肉面,快餐,5,人民广场,32.04274,112.156688,樊城区长征路人民广场肯德基对面,9.9元单人爆单，39.8元2人煲仔餐，39.9元2人小炒，69元2-3人烤鱼套餐，79元4人小炒;,周一至周日 全天,0710-3999980,471,,
周黑鸭(襄阳火车站店),卤味,4,樊城区,32.057646,112.155004,樊城区襄阳火车站二楼侯车厅,9.8折（买单立享）;,10:00-22:00,400-171-7917,471,,
习家院子,火锅,4.7,沿江大道,32.391211,111.675827,老河口市乐盛街中段沿江大道水厂对面巷子100米,8.5折（买单立享）;3-4人餐95元，3-4人餐128元，5-6人餐198元;,周一至周日 09:00-21:00,0710-8777706,469,,"皮蛋拌豆腐,肥牛,生菜,宜城大虾,撒尿牛丸,香辣蟹,红油锅底,鱼头,牛蛙火锅,菜花椒鱼,米饭,饺子,酸奶,肉丸组合,麻婆豆腐,牛肉组合,干锅焖锅,香辣虾拼锅,花生米,黄土豆条,玉米羹,牛肉双拼,芋儿鸡花椒鱼,鳝鱼,鹌鹑蛋,虾饺,平菇,黄酒,涮菜,干锅鸡,和牛肉,鸡肉,清汤牛肉,鸡锅"
板筋王,小龙虾,4,樊城区,32.055048,112.13993,樊城区紫贞街道火炬路4-2号,3-4人餐99元，6人餐188元;,非营业时段 2018-02-01至2018-03-01 08:00-18:00,0710-3329888,469,,"1,麻辣虾球,牛杂面,农家小炒肉,板筋王,长寿面"
茗记甜品,西式甜品,5,樊城区,32.036451,112.136543,樊城区长虹路汉水华城3楼,8.8折（买单立享）;12.8元甜品5选1，16.8元美味甜品，17.9元杨枝甘露一份，21.8元美味甜品，36.8元双人下午茶套餐;,周一至周日 09:00-21:00,0710-3803839,467,,
清蜜朋友蛋糕坊(二汽店),蛋糕,5,二汽,32.115167,112.18969,襄州区东风汽车大道锦绣天池1栋16号门面,闺蜜老铁的祝福39元，8英寸蛋糕68元起，8英寸水果蛋糕系列【市内免费配送】78元，8英寸芭比娃娃【市内免费配送】88元，新品上市 方形玫瑰花蛋糕 双层芒果果肉酱夹心98元，8英寸彩虹蛋糕【市内免费配送】108元，新品推出 皇冠女神蛋糕128元，新品上市 1o英寸双层蛋糕1个    圆形 多选188元;,周一至周日 08:00-18:00,15071531015,467,,
码头故事火锅(民发世界城店),川味火锅,5,民发世界城,32.07547,112.17894,襄州区新西湾路民发世界城都会山21-203商铺（民发广场旁）,88代100元，92代100元;,非营业时段 2018-02-14至2018-02-18 全天,0710-2833331/13797760600,465,,
東来醇酒店(襄城店),湖北菜,5,鼓楼,32.024516,112.153319,襄城区荆州街古治新城特69号,2-3人餐69元，4-6人餐138元，6-8人餐238元，8-10人餐608元;,周一至周日 08:00-24:00,0710-3567799,464,,"米饭,小炒黄牛肉,花甲,铁板花甲王,黑椒牛仔骨,红枣银耳羹,养身杂粮煲,爽口腰花,凉拌顺风,蒜茸炒红梗小菠菜,老面手工包子,松滋鸡火锅,蒜茸红梗炒小菠菜,洪湖煎藕饼,腊肉炒夹心鸡蛋干,仔鸡,干锅花菜,财鱼,鱼火锅,最早上的菜,公安牛三鲜,平林土鸡汤,油面鸭丝,香煎大白刁,凉拌木耳,干锅香辣大闸蟹,汽锅蒸大海虾,正宗公安牛三鲜,莲藕炖排骨,秘制红烧肉,粉蒸四宝,熏肉炒笋尖,爽口海蜇头,青椒炒仔鸡,后座肉炒红皮萝卜,口味张家界黑木耳,养生秋葵,老面手工包,蒜茸红梗小菠菜,水果拼盘,风味紫包菜,配菜"
甜蜜时光创意蛋糕烘焙坊(人民广场店),蛋糕,5,人民广场,32.041356,112.150898,樊城区人民广场天元四季城公寓楼1-2号10楼1003室,甜品台定制设计1元，8英寸蛋糕68元起，78元蛋糕7选1，新鲜水果蛋糕88元，108元蛋糕2选1，118元蛋糕2选1，8英寸玫瑰蛋糕128元，甜筒巧克力淋面蛋糕138元，照片蛋糕138元，托马斯电动小火车138元，芭比蛋糕（款式可多选见图文详情）138元，148元蛋糕8选1，进口铁搭淡奶油千层蛋糕（芒果、红心火龙果、黄桃3选1）158元，天鹅之恋红丝绒蛋糕（款式可选见图文详情）169元，10英寸蛋...;,周一至周日 08:00-20:00  非营业时段 2018-02-15至2018-02-17 全天,13995799082/13797722991,464,,
陈小五烘焙坊(卧龙一店),甜点饮品,3.9,襄城区,32.021953,112.019659,襄城区卧龙南街农行旁,滋味蛋糕25元，水果蛋糕87元，10寸生日蛋糕108元，双层生日蛋糕189元;,,0710-2061211,462,陈小五烘焙坊，是一家集烘焙、研发、生产、销售于一体的民营专业食品公司。公司座落于襄阳城南、美丽的岘首山下十家庙村。陈小五烘焙坊创立于1998年。自2006年3月建立现代企业公司制以来，始终坚持“靠人才强企，以科技兴企”的战略思想，秉承“恪守承诺、卓越服务、诚信合作、共创辉煌”的经营理念，让客户尽情享受绿色健康生活新食尚，以质量和诚信赢得了广大客户的信任和青睐。2010年12月陈小五商标获襄阳市知名商标殊荣。目前，陈小五烘焙坊已经发展成为拥有一家中央烘焙工厂和30家门市分店，正式员工300余人的大型西饼生产企业,"心月馨礼礼盒（书）,天使卷,毛毛虫,雨后心情"
心上中西合璧餐厅,其他美食,4.7,情侣路,31.705933,112.249101,宜城市公园路3号湖畔人家三期47-106（楚都国际对面）,单人餐22元，2-3人餐59元，双人餐62元;,,0710-4270101,460,,"黑椒牛柳炒意面,干锅牛肉,川湘牛排"
8848主题餐厅碳烤羊腿,烧烤,3.5,情侣路,31.708006,112.246374,宜城市中华大道与情侣路交叉口东南角（天鑫家具广场对面）,2-3人餐78.9元，2-3人餐92.9元，3-4人餐109元，2-3人餐148元，4-5人餐178元，4-5人餐178元，5-7人餐269元，5-6人餐279元;,周一至周日 10:00-13:30 17:00-22:00,15671286426,459,,"米饭,肉沫,碳烤羊肉,干锅牛蛙,羊杂汤,碳烤羊腿,碳烤羊排,干锅土豆"
新合作宏刚超市(王城店),超市/便利店,3.5,中心商业区,31.952502,112.938086,枣阳市王城镇荷塘夜色小区,960代1000元;,,,459,,
大牛合潮汕鲜牛肉(天元店),牛肉火锅,3.7,天元四季城,32.041348,112.150749,樊城区大庆西路天元四季城5楼,双人餐148元;,周一至周日 10:30-21:30,0710-3223315,459,,
五谷渔粉(定中街店),米粉,5,人民广场,32.03994,112.152629,樊城区定中街与广场路交叉口,10.9元五谷原味渔粉，11.9元五谷渔粉五选一;,周一至周日 09:00-02:00,15072296655,459,,
新贵园酒轩,湖北菜,3.8,樊城区,32.068533,112.150612,樊城区清河路33号（春园东路与三元路交汇处紫薇花假日酒店院内；老回天胶业家属楼院内）,9.5折（买单立享）;10-12人餐599元，10-12人餐799元，14-16人餐999元，16-18人餐1299元;,周一至周日 08:00-23:00,0710-3355118/3815188,452,,"随州泡泡青炖三鲜,长寿面,随州万年青,随州砂锅灌汤鱼头,铁板腊肉西兰花,随州线茄烧土鸡,随州安居豆皮"
正宗万州烤鱼,烤鱼,5,樊城区,32.034086,112.128857,樊城区建设西路21号，国奥驾校旁（国奥驾校旁）,8.8折（买单立享）;双人餐48.8元;39.9代50元;,周一至周日 10:00-24:00,15997176265,450,烤鱼，烧烤，各种炒菜，快餐,"香辣烤鱼,回锅肉,清炒时蔬,鱼"
台湾脆皮车轮饼(星火路店),小吃快餐,4.4,樊城区,32.044418,112.15227,樊城区大庆路星火路公交公司对面,1.9元台湾脆皮车轮饼，9.9元甘梅薯条2份，11.9元爆浆鸡排，13.9元单人套餐;,"周六,周日 08:00-21:00  周一至周五 09:00-20:00",13908675236,444,,
龙威蛋糕(二实小店),甜点饮品,3.8,南城,32.112806,112.75969,枣阳市新华路二实小门口,3元支架水果杯，3.5元小吃3选1套餐，8英寸蛋糕69.9元起，10英寸蛋糕79.9元起，芭芘娃娃88元，12英寸蛋糕108元起，玫瑰之约108元，麻将蛋糕128元，卡通乐园蛋糕128元;,周一至周日 08:00-21:00,15717859958,443,龙威蛋糕自创业十多年来，本着绿色健康的经营理念，精益求精的技术更新，诚信互利的精神原则，深受广大顾客的喜爱。贴心、周到，好蛋糕、龙威做的到,"水果蛋糕,甜蜜时光巧克力蛋糕,卡通蛋糕,墨西哥面包,菠萝包,葡式蛋挞,巧克力蛋糕"
